OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date,Occurence_Time
4112,1296720,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0567,2018-02-09T08:00:00.000Z,00:20:00
4113,1296726,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2C,0626,2018-02-15T08:00:00.000Z,00:17:35
4114,1296727,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6A,1032,2018-02-16T08:00:00.000Z,00:10:39
4115,1296731,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,1,1B,0353,2018-02-19T08:00:00.000Z,00:02:32
4116,1296732,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,6,6A,1061,2018-02-17T08:00:00.000Z,00:11:39
4117,1296733,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,1,1A,0333,2018-02-11T08:00:00.000Z,00:12:00
4118,1296738,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1369,2018-02-17T08:00:00.000Z,00:14:54
4119,1296740,2999,33,VANDALISM,594(A)(2) DAMAGE PROP-MISD,2,2A,0239,2018-02-19T08:00:00.000Z,00:19:00
4120,1296741,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,0745,2018-02-18T08:00:00.000Z,00:20:40
4121,1296742,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0716,2018-02-16T08:00:00.000Z,00:21:00
4122,1296745,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0746,2018-02-17T08:00:00.000Z,00:15:14
4123,1296749,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1259,2018-02-17T08:00:00.000Z,00:15:49
4124,1296752,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1134,2018-02-18T08:00:00.000Z,00:06:42
4125,1296753,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0847,2018-02-18T08:00:00.000Z,00:07:30
4126,1296754,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,0876,2018-02-18T08:00:00.000Z,00:08:00
4127,1296756,2399,2,LARCENY,484 PC PETTY THEFT,2,2B,0563,2018-02-17T08:00:00.000Z,00:23:30
4128,1296757,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1034,2018-02-18T08:00:00.000Z,00:12:40
4129,1296758,5707,0,PRIVACY,602 PC TRESPASS,6,6B,1421,2018-02-18T08:00:00.000Z,00:12:39
4130,1296761,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,0969,2018-02-19T08:00:00.000Z,00:21:00
4131,1296762,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0707,2018-02-05T08:00:00.000Z,00:13:46
4132,1296763,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1084,2018-02-20T08:00:00.000Z,00:02:45
4133,1296764,2699,8,FRAUD,587C PC EVADE PAYMENT RAILFARE,4,4A,0906,2018-02-19T08:00:00.000Z,00:12:30
4134,1296765,5011,2,OBST JUDICIARY,3455(A)(4) PC FLASH PAROLE HLD,4,4A,0905,2018-02-19T08:00:00.000Z,00:13:17
4135,1296766,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3M,0744,2018-02-19T08:00:00.000Z,00:12:35
4136,1296767,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,3,3A,0702,2018-02-19T08:00:00.000Z,00:12:52
4137,1296768,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,5,5C,1639,2018-02-19T08:00:00.000Z,00:17:24
4138,1296769,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2C,0612,2018-02-20T08:00:00.000Z,00:06:47
4139,1296770,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2C,0601,2018-02-19T08:00:00.000Z,00:19:37
4140,1296771,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,0744,2018-02-19T08:00:00.000Z,00:15:42
4141,1296773,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,0741,2018-02-19T08:00:00.000Z,00:02:00
4142,1296777,5212,79,WEAPON OFFENSE,29815(A) POSS FIREARM ON PROB,5,5B,1399,2018-02-20T08:00:00.000Z,00:20:45
4143,1296779,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1403,2018-02-21T08:00:00.000Z,00:00:00
4144,1296780,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,5,5B,1399,2018-02-20T08:00:00.000Z,00:01:30
4145,1296782,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0204,2018-02-20T08:00:00.000Z,00:23:00
4146,1296783,5499,452,TRAFFIC,14601.2(A) SUSP LIC-DUI CONVCT,1,1A,0136,2018-02-15T08:00:00.000Z,00:23:09
4147,1296784,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0602,2018-02-16T08:00:00.000Z,00:17:56
4148,1296786,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6E,0876,2018-02-16T08:00:00.000Z,00:15:30
4149,1296790,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5B,1604,2018-02-18T08:00:00.000Z,00:16:43
4150,1296791,4803,5,OBSTRUCTING,148.3(A)PC FALSE REPT EMER,3,3M,0734,2018-02-18T08:00:00.000Z,00:17:08
4151,1296792,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1603,2018-02-18T08:00:00.000Z,00:17:00
4152,1296793,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2B,0545,2018-02-18T08:00:00.000Z,00:19:32
4153,1296794,5213,7,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,6,6A,1015,2018-02-18T08:00:00.000Z,00:19:30
4154,1296795,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,3,3A,0763,2018-02-18T08:00:00.000Z,00:21:03
4155,1296798,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1605,2018-02-18T08:00:00.000Z,00:19:30
4156,1296799,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1441,2018-02-18T08:00:00.000Z,00:20:30
4157,1296801,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6C,1406,2018-02-15T08:00:00.000Z,00:16:47
4158,1296803,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6D,0841,2018-02-19T08:00:00.000Z,00:01:04
4159,1296804,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,6,6C,1405,2018-02-01T08:00:00.000Z,00:00:00
4160,1296806,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,2,2C,0611,2018-02-11T08:00:00.000Z,00:10:43
4161,1296807,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2C,0617,2018-02-14T08:00:00.000Z,00:12:27
4162,1296808,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0145,2018-02-20T08:00:00.000Z,00:21:00
4163,1296809,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,1,1B,0444,2018-02-20T08:00:00.000Z,00:13:21
4164,1296810,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6B,1421,2018-02-18T08:00:00.000Z,00:15:46
4165,1296811,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0409,2018-02-20T08:00:00.000Z,00:16:50
4166,1296813,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1296,2018-02-15T08:00:00.000Z,00:05:00
4167,1296814,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,3,3B,0748,2018-02-18T08:00:00.000Z,00:22:51
4168,1296815,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1447,2018-01-12T08:00:00.000Z,00:00:00
4169,1296817,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1259,2018-02-09T08:00:00.000Z,00:07:39
4170,1296818,2404,12,AUTO THEFT,10855 VC LSE/RENT NOT RETURNED,3,3B,0766,2018-01-27T08:00:00.000Z,00:14:04
4171,1296819,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,6,6D,0845,2018-02-21T08:00:00.000Z,00:01:00
4172,1296822,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1B,0435,2018-02-08T08:00:00.000Z,00:10:33
4173,1296823,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0409,2018-02-06T08:00:00.000Z,00:11:26
4174,1296825,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0405,2018-02-06T08:00:00.000Z,00:09:40
4175,1296826,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0735,2018-02-10T08:00:00.000Z,00:21:36
4176,1296828,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1C,0419,2018-02-05T08:00:00.000Z,00:06:00
4177,1296829,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1293,2018-02-21T08:00:00.000Z,00:13:00
4178,1296845,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2A,0504,2018-02-20T08:00:00.000Z,00:18:03
4179,1296848,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,6,6B,1086,2018-02-15T08:00:00.000Z,00:09:00
4180,1296850,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4B,1351,2018-01-29T08:00:00.000Z,00:12:00
4181,1296851,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0764,2018-02-21T08:00:00.000Z,00:15:30
4182,1296861,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0307,2018-02-05T08:00:00.000Z,00:07:52
4183,1296866,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1266,2018-02-20T08:00:00.000Z,00:19:30
4184,1296867,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0702,2018-02-12T08:00:00.000Z,00:14:54
4185,1296872,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,6,6A,1081,2018-02-19T08:00:00.000Z,00:01:14
4186,1296873,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,2,2C,0603,2018-02-19T08:00:00.000Z,00:07:40
4187,1296874,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0343,2018-02-14T08:00:00.000Z,00:08:21
4188,1296878,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0861,2018-02-13T08:00:00.000Z,00:11:20
4189,1296879,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,0969,2018-02-01T08:00:00.000Z,00:15:40
4190,1296880,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,6,6C,1143,2018-02-21T08:00:00.000Z,00:10:24
4191,1296882,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1C,0429,2018-02-09T08:00:00.000Z,00:20:30
4192,1296884,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0735,2018-02-21T08:00:00.000Z,00:02:39
4193,1296885,1212,0,ROBBERY,215(A) PC CARJACKING,5,5B,1621,2018-02-20T08:00:00.000Z,00:13:23
4194,1296887,5212,70,WEAPON OFFENSE,25850(C)(1) LOADED GUN W/PRI,2,2A,0504,2018-02-21T08:00:00.000Z,00:01:38
4195,1296888,5005,10,OBST JUDICIARY,166(C)(4) VIOL R/O W/PRIORS,5,5A,1386,2018-02-20T08:00:00.000Z,00:17:22
4196,1296889,5212,24,WEAPONS,12022.1 PC COMMIT FEL ON BAIL,UI,UI,UI,2018-02-20T08:00:00.000Z,00:14:15
4197,1296891,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0512,2018-02-21T08:00:00.000Z,00:13:33
4198,1296902,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0907,2018-02-21T08:00:00.000Z,00:00:50
4199,1296903,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1B,0444,2018-02-20T08:00:00.000Z,00:18:27
4200,1296905,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,2018-02-20T08:00:00.000Z,00:18:37
4201,1296906,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0721,2018-02-20T08:00:00.000Z,00:16:23
4202,1296915,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,3,3A,0704,2018-02-16T08:00:00.000Z,00:08:30
4203,1296916,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,5,5B,1359,2018-01-20T08:00:00.000Z,00:01:00
4204,1296917,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,3,3M,0752,2018-02-10T08:00:00.000Z,00:16:41
4205,1296918,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,1,1A,0130,2018-02-16T08:00:00.000Z,00:15:10
4206,1296919,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,6,6E,1126,2018-02-16T08:00:00.000Z,00:07:00
4207,1296920,4803,04,OBSTRUCT,148.5 PC FALSE RPT OF CRIME,2,2C,0613,2018-02-20T08:00:00.000Z,00:18:00
4208,1296921,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,5,5B,1621,2018-02-14T08:00:00.000Z,00:07:30
4209,1296922,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,4,4C,1247,2018-02-14T08:00:00.000Z,00:21:00
4210,1296923,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,5,5A,1364,2018-02-17T08:00:00.000Z,00:20:00
4211,1296924,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,6,6C,1133,2018-02-17T08:00:00.000Z,00:01:00
4212,1296925,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,2,2C,0605,2018-02-16T08:00:00.000Z,00:02:45
4213,1296926,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,1,1A,0313,2018-02-12T08:00:00.000Z,00:20:00
4214,1296927,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3B,0737,2018-02-18T08:00:00.000Z,00:00:53
4215,1296928,2308,3,THEFT,488 PC PETTY THEFT,1,1A,0103,2018-02-15T08:00:00.000Z,00:15:34
4216,1296929,2308,3,THEFT,488 PC PETTY THEFT,5,5C,1653,2018-02-15T08:00:00.000Z,00:19:21
4217,1296930,2308,3,THEFT,488 PC PETTY THEFT,1,1A,0136,2018-02-16T08:00:00.000Z,00:14:28
4218,1296931,2308,3,THEFT,488 PC PETTY THEFT,3,3A,0714,2018-02-20T08:00:00.000Z,00:15:38
4219,1296932,2308,3,THEFT,488 PC PETTY THEFT,3,3B,0767,2018-02-21T08:00:00.000Z,00:15:43
4220,1296933,2308,3,THEFT,488 PC PETTY THEFT,5,5C,1623,2018-02-17T08:00:00.000Z,00:09:06
4221,1296934,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0506,2018-02-20T08:00:00.000Z,00:18:00
4222,1296936,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0841,2018-02-16T08:00:00.000Z,00:02:00
4223,1296937,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0443,2018-02-15T08:00:00.000Z,00:17:00
4224,1296938,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6A,1022,2018-02-15T08:00:00.000Z,00:16:12
4225,1296940,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,0928,2018-02-17T08:00:00.000Z,00:12:20
4226,1296941,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1621,2018-02-21T08:00:00.000Z,00:17:45
4227,1296942,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0776,2018-02-17T08:00:00.000Z,00:14:45
4228,1296943,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1285,2018-02-17T08:00:00.000Z,00:10:30
4229,1296945,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,1621,2018-02-15T08:00:00.000Z,00:18:00
4230,1296946,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0130,2018-02-21T08:00:00.000Z,00:14:37
4231,1296948,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,0553,2018-02-12T08:00:00.000Z,00:05:20
4232,1296949,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0777,2018-02-05T08:00:00.000Z,00:17:04
4233,1296950,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0620,2018-02-15T08:00:00.000Z,00:00:20
4234,1296951,2399,2,LARCENY,484 PC PETTY THEFT,6,6A,1013,2018-02-14T08:00:00.000Z,00:14:55
4235,1296953,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0744,2018-02-13T08:00:00.000Z,00:21:50
4236,1296955,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1522,2018-02-14T08:00:00.000Z,00:06:15
4237,1296956,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1639,2018-02-13T08:00:00.000Z,00:14:14
4238,1296958,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1406,2018-02-15T08:00:00.000Z,00:06:30
4239,1296959,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0736,2018-02-14T08:00:00.000Z,00:23:10
4240,1296960,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0116,2018-02-15T08:00:00.000Z,00:19:30
4241,1296961,2803,4,STOLEN PROP,496D(A) PURCH STLN VEH-MISD,6,6C,1152,2018-02-21T08:00:00.000Z,00:16:33
4242,1296964,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5A,1365,2018-02-20T08:00:00.000Z,00:22:03
4243,1296965,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,6,6D,0801,2018-02-16T08:00:00.000Z,00:19:00
4244,1296966,1211,0,ROBBERY,211 PC ROBBERY-BANK,4,4B,0969,2018-02-21T08:00:00.000Z,00:16:00
4245,1296969,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0514,2018-02-16T08:00:00.000Z,00:07:30
4246,1296970,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0937,2018-02-16T08:00:00.000Z,00:01:00
4247,1296971,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0844,2018-02-15T08:00:00.000Z,00:17:40
4248,1296972,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1133,2018-02-19T08:00:00.000Z,00:01:00
4249,1296973,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1654,2018-02-22T08:00:00.000Z,00:09:00
4250,1296974,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0136,2018-02-16T08:00:00.000Z,00:14:30
4251,1296975,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2018-02-15T08:00:00.000Z,00:15:30
4252,1296976,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1262,2018-02-16T08:00:00.000Z,00:14:20
4253,1296977,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0775,2018-02-16T08:00:00.000Z,00:14:40
4254,1296978,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0128,2018-02-16T08:00:00.000Z,00:14:43
4255,1296979,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,6,6C,1427,2018-02-10T08:00:00.000Z,00:17:20
4256,1296980,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6D,0823,2018-02-21T08:00:00.000Z,00:18:10
4257,1296981,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,0888,2018-02-02T08:00:00.000Z,00:14:30
4258,1296982,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1602,2018-02-19T08:00:00.000Z,00:11:40
4259,1296983,2999,33,VANDALISM,594(A)(2) DAMAGE PROP-MISD,5,5B,1614,2018-02-17T08:00:00.000Z,00:16:00
4260,1296984,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6B,1421,2018-01-26T08:00:00.000Z,00:21:52
4261,1296985,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0747,2018-02-11T08:00:00.000Z,00:12:15
4262,1296986,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0604,2018-02-15T08:00:00.000Z,00:14:20
4263,1296987,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0955,2018-02-20T08:00:00.000Z,00:07:00
4264,1296988,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,6,6C,1445,2018-02-22T08:00:00.000Z,00:00:00
4265,1296989,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0411,2018-02-19T08:00:00.000Z,00:17:05
4266,1296990,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5A,1394,2018-02-15T08:00:00.000Z,00:08:00
4267,1296991,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0233,2018-02-16T08:00:00.000Z,00:08:00
4268,1296992,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0233,2018-02-15T08:00:00.000Z,00:06:15
4269,1296993,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1064,2018-02-12T08:00:00.000Z,00:01:11
4270,1296994,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2B,0543,2018-02-08T08:00:00.000Z,00:12:00
4271,1296995,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0746,2018-02-18T08:00:00.000Z,00:01:40
4272,1296996,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0136,2018-02-21T08:00:00.000Z,00:19:00
4273,1296997,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0233,2018-02-18T08:00:00.000Z,00:13:30
4274,1296998,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0509,2018-02-09T08:00:00.000Z,00:10:20
4275,1296999,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0337,2018-02-18T08:00:00.000Z,00:15:00
4276,1297000,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0304,2018-02-07T08:00:00.000Z,00:21:01
4277,1297002,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,6,6C,1153,2018-02-22T08:00:00.000Z,00:02:12
4278,1297003,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5C,1623,2018-02-21T08:00:00.000Z,00:14:30
4279,1297004,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,6,6B,1054,2018-02-16T08:00:00.000Z,00:18:04
4280,1297009,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0123,2018-02-17T08:00:00.000Z,00:13:40
4281,1297010,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,2,2A,0233,2018-02-17T08:00:00.000Z,00:21:00
4282,1297011,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,2,2A,0503,2018-02-20T08:00:00.000Z,00:08:00
4283,1297013,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0747,2018-02-19T08:00:00.000Z,00:01:00
4284,1297014,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1274,2018-02-21T08:00:00.000Z,00:21:00
4285,1297015,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,0918,2018-02-13T08:00:00.000Z,00:15:00
4286,1297016,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0747,2018-02-16T08:00:00.000Z,00:18:19
4287,1297018,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0745,2018-02-17T08:00:00.000Z,00:00:00
4288,1297019,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0136,2018-02-14T08:00:00.000Z,00:17:10
4289,1297020,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0933,2018-02-21T08:00:00.000Z,00:16:30
4290,1297021,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0901,2018-02-17T08:00:00.000Z,00:15:55
4291,1297023,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4B,0968,2018-02-17T08:00:00.000Z,00:08:00
4292,1297024,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0748,2018-02-16T08:00:00.000Z,00:18:20
4293,1297025,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0204,2018-02-20T08:00:00.000Z,00:20:56
4294,1297026,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0767,2018-02-19T08:00:00.000Z,00:12:50
4295,1297028,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,0130,2018-02-10T08:00:00.000Z,00:23:00
4296,1297029,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,0336,2018-02-11T08:00:00.000Z,00:01:30
4297,1297030,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,2,2A,0502,2018-02-20T08:00:00.000Z,00:18:24
4298,1297031,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6D,0824,2018-02-10T08:00:00.000Z,00:22:00
4299,1297032,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3M,0742,2018-02-10T08:00:00.000Z,00:19:00
4300,1297033,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1A,0106,2018-02-08T08:00:00.000Z,00:22:31
4301,1297034,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6C,1405,2018-02-09T08:00:00.000Z,00:20:05
4302,1297037,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,6,6D,0841,2018-02-19T08:00:00.000Z,00:09:21
4303,1297038,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6B,1086,2018-02-19T08:00:00.000Z,00:10:24
4304,1297039,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0712,2018-02-19T08:00:00.000Z,00:10:31
4305,1297041,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0744,2018-02-20T08:00:00.000Z,00:10:59
4306,1297042,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,5,5A,1382,2018-02-19T08:00:00.000Z,00:20:15
4307,1297043,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,2,2C,0628,2018-02-21T08:00:00.000Z,00:23:47
4308,1297044,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2B,0564,2018-02-21T08:00:00.000Z,00:22:37
4309,1297045,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0725,2018-02-21T08:00:00.000Z,00:13:47
4310,1297046,3599,44,NARCOTICS,11550(A)HS UNDER INFL NARCOTIC,3,3B,0736,2018-02-21T08:00:00.000Z,00:20:10
4311,1297048,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0725,2018-02-21T08:00:00.000Z,00:14:18
4312,1297049,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0751,2018-02-22T08:00:00.000Z,00:14:30
