OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date,Occurence_Time
3709,1154583,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,4,4A,0907,2016-02-07T08:00:00.000Z,00:13:16
3710,1154584,7399,131,SAC CITY CODE,5.108.280 ENTERTAIN PERMIT VIO,3,3M,0741,2016-02-06T08:00:00.000Z,00:01:03
3711,1154587,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2B,0564,2016-02-06T08:00:00.000Z,00:10:40
3712,1154588,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,3,3A,0775,2016-02-05T08:00:00.000Z,00:23:00
3713,1154590,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5B,1399,2016-02-06T08:00:00.000Z,00:14:42
3714,1154592,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1399,2016-02-04T08:00:00.000Z,00:11:00
3715,1154599,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6B,1088,2016-02-06T08:00:00.000Z,00:19:06
3716,1154602,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0619,2016-02-06T08:00:00.000Z,00:16:27
3717,1154603,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0344,2016-02-07T08:00:00.000Z,00:11:00
3718,1154604,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0231,2016-02-03T08:00:00.000Z,00:11:00
3719,1154605,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,1153,2016-02-06T08:00:00.000Z,00:02:05
3720,1154607,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,4,4B,1351,2016-02-08T08:00:00.000Z,00:09:00
3721,1154608,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,4,4A,0908,2016-02-08T08:00:00.000Z,00:08:30
3722,1154609,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1296,2016-02-07T08:00:00.000Z,00:20:46
3723,1154611,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4A,1202,2016-02-07T08:00:00.000Z,00:06:59
3724,1154613,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,1,1B,0444,2016-02-08T08:00:00.000Z,00:03:17
3725,1154614,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1644,2016-02-07T08:00:00.000Z,00:22:01
3726,1154615,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,6,6A,1013,2016-02-07T08:00:00.000Z,00:13:14
3727,1154617,2604,42,FRAUD,530.5(A) GET CRED W/OTH ID-FEL,5,5B,1621,2016-02-02T08:00:00.000Z,00:15:33
3728,1154619,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,0985,2016-02-06T08:00:00.000Z,00:19:14
3729,1154623,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0563,2016-02-06T08:00:00.000Z,00:23:49
3730,1154624,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4B,1346,2016-02-07T08:00:00.000Z,00:02:59
3731,1154625,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0606,2016-02-07T08:00:00.000Z,00:10:30
3732,1154627,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1247,2016-02-07T08:00:00.000Z,00:20:00
3733,1154629,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1637,2016-02-08T08:00:00.000Z,00:00:01
3734,1154630,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1402,2016-02-08T08:00:00.000Z,00:15:00
3735,1154632,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,6,6A,1021,2016-02-07T08:00:00.000Z,00:20:05
3736,1154633,1315,39,AGG ASSAULT,245(A)(4)AWDW-FORCE ONLY,4,4B,1356,2016-02-07T08:00:00.000Z,00:18:40
3737,1154634,2399,2,LARCENY,484 PC PETTY THEFT,6,6E,1101,2016-02-05T08:00:00.000Z,00:17:04
3738,1154635,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,6,6B,1402,2016-02-07T08:00:00.000Z,00:10:30
3739,1154636,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,2016-02-06T08:00:00.000Z,00:19:03
3740,1154637,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3B,0766,2016-02-07T08:00:00.000Z,00:08:03
3741,1154638,5212,59,WEAPON OFFENSE,"22210 POSS BILLYCLUB, SAP, ETC",3,3M,0734,2016-02-08T08:00:00.000Z,00:07:34
3742,1154639,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0542,2016-02-08T08:00:00.000Z,00:18:37
3743,1154640,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2B,0553,2016-02-08T08:00:00.000Z,00:13:21
3744,1154641,5011,0,OBST JUDICIARY,3056 PAROLE VIOLATION,3,3M,0744,2016-02-08T08:00:00.000Z,00:14:14
3745,1154642,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0752,2016-02-08T08:00:00.000Z,00:14:39
3746,1154643,5707,0,PRIVACY,602 PC TRESPASS,3,3A,0704,2016-02-08T08:00:00.000Z,00:14:59
3747,1154644,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1606,2016-02-08T08:00:00.000Z,00:15:16
3748,1154645,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,1,1A,0327,2016-02-08T08:00:00.000Z,00:15:45
3749,1154646,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0546,2016-02-08T08:00:00.000Z,00:15:52
3750,1154647,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2B,0544,2016-02-08T08:00:00.000Z,00:16:18
3751,1154648,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6E,1116,2016-02-08T08:00:00.000Z,00:17:10
3752,1154649,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,1,1C,0414,2016-02-08T08:00:00.000Z,00:18:07
3753,1154650,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,6,6B,1086,2016-02-08T08:00:00.000Z,00:18:43
3754,1154651,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2016-02-08T08:00:00.000Z,00:18:48
3755,1154652,2699,4,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,5,5C,1654,2016-02-08T08:00:00.000Z,00:19:18
3756,1154653,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,6,6E,1115,2016-02-08T08:00:00.000Z,00:19:24
3757,1154664,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2C,0611,2016-02-08T08:00:00.000Z,00:21:38
3758,1154665,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1014,2016-02-04T08:00:00.000Z,00:04:32
3759,1154666,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,0988,2016-01-26T08:00:00.000Z,00:20:47
3760,1154667,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6E,1115,2016-01-30T08:00:00.000Z,00:00:20
3761,1154668,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0449,2016-02-03T08:00:00.000Z,00:20:09
3762,1154669,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,5,5C,1624,2016-01-28T08:00:00.000Z,00:00:14
3763,1154671,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6E,1116,2016-02-04T08:00:00.000Z,00:13:00
3764,1154672,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0744,2016-02-07T08:00:00.000Z,00:03:20
3765,1154674,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1506,2016-02-06T08:00:00.000Z,00:15:00
3766,1154675,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,0957,2016-02-07T08:00:00.000Z,00:00:30
3767,1154680,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0801,2016-01-30T08:00:00.000Z,00:18:37
3768,1154683,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0414,2016-02-08T08:00:00.000Z,00:22:14
3769,1154684,2699,4,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,5,5C,1654,2016-02-08T08:00:00.000Z,00:22:33
3770,1154687,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1422,2016-01-29T08:00:00.000Z,00:04:56
3771,1154688,5499,141,TRAFFIC,2800.1(A) VC EVADE PEACE OFCR,2,2A,0511,2016-02-08T08:00:00.000Z,00:23:00
3772,1154690,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,0744,2016-02-08T08:00:00.000Z,00:23:12
3773,1154691,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1B,0410,2016-02-07T08:00:00.000Z,00:09:00
3774,1154693,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0405,2016-02-09T08:00:00.000Z,00:01:00
3775,1154695,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0832,2016-02-05T08:00:00.000Z,00:16:35
3776,1154700,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4C,1283,2016-02-07T08:00:00.000Z,00:14:53
3777,1154702,2308,0,LARCENY,484 PC PETTY THEFT/INSIDE,2,2B,0527,2016-01-26T08:00:00.000Z,00:13:00
3778,1154704,2699,31,FRAUD,532(A) PC OBTAIN MONEY BY FRAU,5,5C,1654,2016-02-08T08:00:00.000Z,00:18:25
3779,1154705,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1387,2016-02-08T08:00:00.000Z,00:04:30
3780,1154706,2099,2,ARSON,451(B) PC ARSON OF INHAB STRUC,4,4B,1351,2016-02-08T08:00:00.000Z,00:20:44
3781,1154709,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1131,2016-02-08T08:00:00.000Z,00:17:34
3782,1154710,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,6,6B,1084,2016-02-08T08:00:00.000Z,00:17:34
3783,1154711,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2C,0614,2016-01-25T08:00:00.000Z,00:07:43
3784,1154712,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4B,1356,2016-02-05T08:00:00.000Z,00:00:00
3785,1154715,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0567,2016-02-05T08:00:00.000Z,00:11:15
3786,1154719,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1247,2016-02-08T08:00:00.000Z,00:20:00
3787,1154720,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0747,2016-02-08T08:00:00.000Z,00:21:00
3788,1154723,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0786,2016-01-25T08:00:00.000Z,00:16:00
3789,1154724,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0748,2016-02-05T08:00:00.000Z,00:12:40
3790,1154725,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2C,0604,2016-02-08T08:00:00.000Z,00:16:27
3791,1154730,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0234,2016-02-07T08:00:00.000Z,00:12:03
3792,1154731,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0626,2016-02-05T08:00:00.000Z,00:17:40
3793,1154735,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3M,0735,2016-02-05T08:00:00.000Z,00:17:00
3794,1154742,2699,31,FRAUD,532(A) PC OBTAIN MONEY BY FRAU,5,5C,1654,2016-02-08T08:00:00.000Z,00:11:26
3795,1154743,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,6,6D,0825,2016-02-06T08:00:00.000Z,00:07:40
3796,1154744,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1403,2016-02-08T08:00:00.000Z,00:10:23
3797,1154745,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0563,2016-02-07T08:00:00.000Z,00:19:00
3798,1154746,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,UI,UI,UI,2016-02-07T08:00:00.000Z,00:18:51
3799,1154748,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4C,1225,2016-02-07T08:00:00.000Z,00:07:56
3800,1154749,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2B,0564,2016-02-07T08:00:00.000Z,00:02:35
3801,1154751,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0811,2016-02-06T08:00:00.000Z,00:12:41
3802,1154752,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5A,1391,2016-02-05T08:00:00.000Z,00:14:00
3803,1154753,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,6,6C,1133,2016-01-20T08:00:00.000Z,00:04:00
3804,1154754,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,4,4A,0933,2016-02-04T08:00:00.000Z,00:04:10
3805,1154755,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0746,2016-02-04T08:00:00.000Z,00:14:04
3806,1154757,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0104,2016-01-26T08:00:00.000Z,00:10:30
3807,1154758,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0723,2016-02-08T08:00:00.000Z,00:04:30
3808,1154760,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0603,2016-02-08T08:00:00.000Z,00:20:00
3809,1154761,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1369,2016-01-26T08:00:00.000Z,00:09:18
3810,1154763,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,UI,UI,UI,2016-02-05T08:00:00.000Z,00:14:25
3811,1154764,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1042,2016-02-07T08:00:00.000Z,00:18:00
3812,1154766,3560,1,NARCOTICS,11359 HS POSS FOR SALE MARIJ,5,5B,1603,2016-02-08T08:00:00.000Z,00:08:54
3813,1154768,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0619,2016-02-07T08:00:00.000Z,00:12:45
3814,1154769,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3B,0728,2016-02-04T08:00:00.000Z,00:13:25
3815,1154771,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0618,2016-02-04T08:00:00.000Z,00:11:24
3816,1154772,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1296,2016-02-08T08:00:00.000Z,00:04:42
3817,1154773,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,1296,2016-02-08T08:00:00.000Z,00:06:37
3818,1154774,2803,05,STOLEN PROP,496(A) REC STOLEN PROP-MISD,2,2C,0626,2016-02-09T08:00:00.000Z,00:02:29
3819,1154777,2602,0,FRAUD,FRAUD-SWINDLE,5,5A,1363,2016-02-03T08:00:00.000Z,00:13:14
3820,1154780,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,5,5C,1654,2016-02-06T08:00:00.000Z,00:23:30
3821,1154781,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0522,2016-02-03T08:00:00.000Z,00:08:20
3822,1154782,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1133,2016-02-03T08:00:00.000Z,00:10:15
3823,1154783,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5B,1618,2016-02-08T08:00:00.000Z,00:18:00
3824,1154784,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6A,1062,2016-02-03T08:00:00.000Z,00:14:20
3825,1154785,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,6,6C,1447,2016-02-02T08:00:00.000Z,00:04:15
3826,1154791,5212,06A,WEAPON OFFENSE,626.10(A) PC POSS WPN SCHL ZN,1,1A,0110,2016-02-05T08:00:00.000Z,00:08:29
3827,1154793,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,6,6A,1034,2016-02-08T08:00:00.000Z,00:00:00
3828,1154796,5311,52,DISORDERLY,647(F) PC PUB INTOX-DETOX ONLY,4,4C,1259,2016-02-09T08:00:00.000Z,00:09:23
3829,1154797,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4B,0969,2016-02-09T08:00:00.000Z,00:11:14
3830,1154799,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2B,0521,2016-02-09T08:00:00.000Z,00:09:53
3831,1154800,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,4,4A,0903,2016-02-07T08:00:00.000Z,00:22:41
3832,1154801,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,3,3B,0776,2016-02-08T08:00:00.000Z,00:05:31
3833,1154810,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,6,6D,0851,2016-02-08T08:00:00.000Z,00:23:00
3834,1154811,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1B,0404,2016-02-09T08:00:00.000Z,00:08:02
3835,1154813,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2B,0553,2016-02-08T08:00:00.000Z,00:15:09
3836,1154815,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6A,1042,2016-02-09T08:00:00.000Z,00:10:24
3837,1154818,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2B,0545,2016-02-09T08:00:00.000Z,00:09:50
3838,1154819,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0203,2016-02-08T08:00:00.000Z,00:17:00
3839,1154828,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4B,0969,2016-02-09T08:00:00.000Z,00:02:35
3840,1154829,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0626,2016-02-08T08:00:00.000Z,00:18:30
3841,1154832,2699,8,FRAUD,587C PC EVADE PAYMENT RAILFARE,3,3A,0764,2016-02-09T08:00:00.000Z,00:09:55
3842,1154833,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1001,2016-02-08T08:00:00.000Z,00:22:30
3843,1154837,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1084,2016-02-09T08:00:00.000Z,00:01:09
3844,1154840,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3A,0706,2016-02-08T08:00:00.000Z,00:22:06
3845,1154841,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,6,6B,1084,2016-02-09T08:00:00.000Z,00:00:00
3846,1154843,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0419,2016-02-09T08:00:00.000Z,00:06:29
3847,1154845,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2A,0213,2016-02-09T08:00:00.000Z,00:16:36
3848,1154846,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1C,0309,2016-01-31T08:00:00.000Z,00:15:21
3849,1154848,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0618,2016-02-02T08:00:00.000Z,00:11:43
3850,1154849,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2016-02-04T08:00:00.000Z,00:08:59
3851,1154850,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,5,5C,1639,2016-02-06T08:00:00.000Z,00:17:15
3852,1154852,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,5,5C,1639,2016-02-06T08:00:00.000Z,00:20:10
3853,1154855,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0563,2016-02-01T08:00:00.000Z,00:21:00
3854,1154862,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0509,2016-02-06T08:00:00.000Z,00:01:10
3855,1154864,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2A,0508,2016-02-09T08:00:00.000Z,00:18:13
3856,1154865,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0726,2016-02-09T08:00:00.000Z,00:06:57
3857,1154869,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0734,2016-01-23T08:00:00.000Z,00:14:09
3858,1154873,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6A,1051,2016-02-08T08:00:00.000Z,00:17:30
3859,1154877,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1A,0333,2016-02-09T08:00:00.000Z,00:16:42
3860,1154880,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,5,5A,1391,2016-02-09T08:00:00.000Z,00:18:39
3861,1154881,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3M,0752,2016-01-31T08:00:00.000Z,00:15:44
3862,1154882,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,3,3A,0707,2016-02-09T08:00:00.000Z,00:15:45
3863,1154883,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,3,3A,0709,2016-01-27T08:00:00.000Z,00:06:05
3864,1154886,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1412,2016-02-08T08:00:00.000Z,00:13:51
3865,1154887,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,3,3M,0742,2016-02-08T08:00:00.000Z,00:00:39
3866,1154889,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,1,1A,0327,2016-02-08T08:00:00.000Z,00:14:43
3867,1154890,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1654,2016-02-08T08:00:00.000Z,00:14:45
3868,1154891,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0553,2016-02-01T08:00:00.000Z,00:15:26
3869,1154892,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0303,2016-02-09T08:00:00.000Z,00:21:30
3870,1154893,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0224,2016-02-01T08:00:00.000Z,00:10:56
3871,1154894,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1114,2016-02-05T08:00:00.000Z,00:21:30
3872,1154895,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1603,2016-02-04T08:00:00.000Z,00:09:00
3873,1154898,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,1,1A,0327,2016-02-08T08:00:00.000Z,00:15:49
3874,1154900,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0303,2016-02-09T08:00:00.000Z,00:21:45
3875,1154901,3599,50,NARCOTICS,4573.5 BRING DRUGS INTO JAIL,,,,2016-02-08T08:00:00.000Z,00:17:00
3876,1154903,2304,0,LARCENY,484 PC PETTY THEFT AUTO PART,3,3B,0787,2016-02-08T08:00:00.000Z,00:18:00
3877,1154905,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1A,0336,2016-02-08T08:00:00.000Z,00:19:18
3878,1154906,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4A,0905,2016-02-06T08:00:00.000Z,00:13:14
3879,1154907,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,0774,2016-02-09T08:00:00.000Z,00:08:41
3880,1154911,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1443,2016-02-09T08:00:00.000Z,00:13:03
3881,1154913,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1084,2016-02-09T08:00:00.000Z,00:22:00
3882,1154915,5400,3,TRAFFIC,TRAFFIC ACCIDENT-FATAL,2,2C,0567,2016-02-09T08:00:00.000Z,00:12:16
3883,1154916,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1252,2016-02-09T08:00:00.000Z,00:22:00
3884,1154918,2404,13,AUTO THEFT,10851 VC AUTO THEFT LOCATE,2,2C,0605,2016-02-09T08:00:00.000Z,00:22:12
3885,1154920,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1A,0104,2016-02-09T08:00:00.000Z,00:23:18
3886,1154924,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1364,2016-02-09T08:00:00.000Z,00:16:00
3887,1154926,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1606,2016-02-05T08:00:00.000Z,00:21:19
3888,1154928,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1602,2016-02-09T08:00:00.000Z,00:20:00
3889,1154930,2399,2,LARCENY,484 PC PETTY THEFT,1,1C,0408,2016-02-08T08:00:00.000Z,00:16:42
3890,1154931,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0618,2016-02-05T08:00:00.000Z,00:20:40
3891,1154932,2699,4,FRAUD,532 PC FRAUD OBTAIN MONEY ETC,1,1A,0128,2016-02-09T08:00:00.000Z,00:12:00
3892,1154933,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0435,2016-02-07T08:00:00.000Z,00:03:30
3893,1154934,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0304,2016-02-06T08:00:00.000Z,00:21:00
3894,1154935,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0744,2016-02-05T08:00:00.000Z,00:22:00
3895,1154937,2999,02,VANDALISM,594(B)(1) PC VANDALISM >$400,2,2A,0224,2016-02-06T08:00:00.000Z,00:00:01
3896,1154940,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,1,1B,0434,2016-02-10T08:00:00.000Z,00:01:40
3897,1154943,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1015,2016-02-09T08:00:00.000Z,00:14:38
3898,1154948,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0736,2016-02-09T08:00:00.000Z,00:19:54
3899,1154949,2999,05,VANDALISM,594(B)(2)(A) VANDALISM <$400,6,6B,1017,2016-02-09T08:00:00.000Z,00:17:04
3900,1154952,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,2,2A,0514,2016-02-09T08:00:00.000Z,00:19:52
3901,1154956,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0628,2016-02-09T08:00:00.000Z,00:19:48
3902,1154957,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2016-02-09T08:00:00.000Z,00:17:55
3903,1154958,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1633,2016-02-10T08:00:00.000Z,00:06:00
3904,1154959,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0428,2016-02-10T08:00:00.000Z,00:00:30
